warenId,ware,ware_quelle,kurzbeschreibung,literatur
3017,"Wein (Heiminger, Bleichert-)",heiminger bleicher wein,,
3018,Teller (hölzern),hilzerne däller,,
3019,Ebenholz (ungemacht),ungemacht eben holz,,
3020,Schänkkästel,schenckh kästl,,
3021,Bauwein (eigener),aigne pau wein,,
3022,Seidenknöpfe (mit Silber),"seiden knöpf mit silber vermengt, seudenknöpf mit silber",,
3024,Sackspiegel,sakh spiegl,Kleiner Taschenspiegel.,"Deutsches Wörterbuch von Jacob und Wilhelm Grimm. Lfg. 9 (1892), Bd. VIII (1893), Sp. 1627, Z. 9."
3025,Mochocada,mochocada,"Textil. Möglicherweise Mocade, ein samtartiger Stoff, der auf die selbe Weise wie Plüsch verarbeitet und vor allem in der Picardie hergestellt wird.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Mocade</a>&quot;. "
3026,"Rosshaar, Schurwolle",ross:haar und scherwohl,,
3027,Kamelhaarknöpfe,"camelhaar knöpff, camel härene knöpf",,
3028,Point,point,"""Pointe"" [?]: Spitze bei Hutmachern oder ""Point d'Espagne [?]","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Pointe</a>&quot;. "
7792,Leinwandmuster,leinwath zum muster,,
7793,Harraslohe,harras loohe,,
3030,Bauernloden,"paurn loden, pauern:lohn, paurn lonn",,
3033,Orselie,"orselie, orselia, orseille, orsilia, arssilia",Farbstoff,
3034,Silberborten (fein),feine silber bortten,,
3035,"Gold (fein), Silber (fein)",fein gold et silber,,
3036,"Degengefäß (mit Draht (leonisch), Silber)",degen gefäss mit silber und leonischen dratt vermengt,,
3037,Bettgewand,"böttgwandt, pedtgwandt, pedtgspanten, bätt gwändl",Evtl. idenstisch mit Bettzeug,
3039,"Erdfarbe (schwarz), Erdfarbe (weiß)",schwarz und weiße erden farb,,
3040,Wein (Veltliner),feldliner:wein,,
3041,Wocken,wockhen,,"„wocken“, in: Deutsches Wörterbuch von Jacob Grimm und Wilhelm Grimm, Erstbearbeitung (1854–1960), digitalisierte Version im Digitalen Wörterbuch der deutschen Sprache, <https://www.dwds.de/wb/dwb/wocken>. "
3043,Bockhäute (gearbeitet),gearb: bokh heith,,
3044,Silber (umgearbeitet),umbarbeithes silber,,
3045,"Tuch (schlesisch, ord.)",ord: schleßinger tuech,,
3046,Sauerwasser,saurwasser,"Siehe ""Sauerbrunn"". Siehe auch Pfefferwasser. Hs. 100 (1716) 524, ""pfeffer: oder saurwasser""","Kr&uuml;nitz, Encklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Sauerwasser</a>&quot;. "
3047,Wollteppich,wollen tebbich,,
3048,"Handwerkszeug (gebraucht), Mobilien",gebrauchtes handtwerchszeug und mobilien,,
3049,Harrasgarn (unausgemacht),unausgemacht harrasgahrn,,
3052,Drähtelware,"drätlwaar, trättel waar, trätl:waar",,
3053,Bier (Aschacher),hiesiges pier,,
3054,Horn,horn,,"Schedel, 1814, S. 480, &quot;Horn&quot;."
8846,"Kupferwasser, Ware (schlecht)",kupferwasser und dergleichen schlechte waar,,
3055,Glufften,"glufftn, glusftn (?)",Unklar,
3056,"Bäumel, Früchte, Weinreben","peumbl, fricht und weinröben",,
3057,Glasscheiben (ordinari),ordinari glaßscheben,,
3059,Brater,pratter,,
3060,Monturbaye,mondurpey,,
3061,Firnis,firneis,Schutzanstrich zum Lackieren.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Firni&szlig;</a>&quot;; wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Firnis"">Firnis</a>&quot;."
3063,Fliegengift,fliegen güfft,"Arsen, das meist mit Harz vermischt und in Wasser aufgelöst wird.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Fliegengift</a>&quot;"
3064,Schafwolle (böhmisch),beham:schaffwohl,,
3065,Butter (gesalzen),gesalzene butter,,
3066,Eisen (gemacht),"gemahte eißen, gemacht eisen, gm. eisn",,
3067,"Kleider, Mobilien",mobilien und klaider,,
3068,Leinwand (schlesisch),"schlesinger. leinwath, schlessinger leinwath",,
3070,"Porträt (klein, Kupferstich)",klaine aus kupfer gestochene portrait [!],,
3071,Leinwand (weiß genäht),weiss genathe leinwath,,
3072,"Monstranz (silbern, vergoldet)",silberne und vergolde monstanz,,
3073,Himmel,himel,"meint allgemein eine jede gewölbte, hohle Decke, im engeren Sinne eine aus kostbaren Stoffen hergestellte Decke, die bei besonderen Anlässen über bedeutenden Persönlichkeiten getragen, oder über ihren Stühlen angebracht wird. Ebenso gibt es solche Baldachine auch für Betten und Kutschen.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Himmel</a>&quot;."
3074,Pluviale,pluvial,,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Pluviale</a>&quot;."
3076,Beschlagenes,beschlagnes,,
7784,Tabakbrühe,tawakh brüh,,
7785,Pillerl (Frankfurter),frankhfurter pillerl,,
7786,Kirschen (roh),rauche kerschen,,
7787,Eisensorten (allerhand),allerhand eysen sorten,,
7788,Instrumente (mathematisch),mademotische instrument,,
7789,Holzware (an Uhren),holzwaar am uhrn,,
3077,Zinnware (schlecht),schlechte zihn wahr,,
3079,Sauerrüben,saure ruebm,Haltbar gemachte Rüben. Siehe Sauerkraut.,https://de.wikipedia.org/wiki/Saure_R%C3%BCben
3080,Gamshäute (roh),rauche gambshaut,,
8569,Schliefer,schlieffer,Lesung unsicher. Wahrscheinlich ein Muff. Ital. Manicotto.,"Matthias Cramer, Il nuovo dittionario reale italiano-tedesco (...) (Nürnberg: Johann Andreas Endter 1724) 700, ""Manicotto"". https://books.google.at/books?id=BWSG5DvD-fcC&pg=PA700&dq=schliefer&hl=de&sa=X&ved=0ahUKEwj9xszg38LpAhU_wMQBHWbgDVEQ6AEIVDAF#v=onepage&q=schliefer&f=false"
3082,Seide (mit Silber),seiden mit silber,,
3083,Sachen (geräuchert),gerauchte sachen,,
3084,Löffel (metallen),metallene löffl,,
3085,Geißenhäutel,gaißheitl,,
3086,Grassina,grassina,"Siehe ""Grasini"". Die Mautgebühr zwischen ""Grassina"" und ""Grasini"" stimmt nicht überein.",
3087,"Honig, Wachs",wax und hönig,,
3088,Handschuhe (Tiroler),tyroller handschuech,,
3089,Calvoni,"calvoni, calfani","Möglicherweise von Calvonium, ein Beizmittel.",http://books.google.at/books?id=wQc7AAAAcAAJ&amp;pg=PA669&amp;dq=calvonium&amp;hl=de&amp;sa=X&amp;ei=pLvMU9SpOej9ygOixICIAw&amp;ved=0CFIQ6AEwCA#v=onepage&amp;q=calvonium&amp;f=false
3090,Druckerfarbe,"trukher farb, getrukhte farb, drukher formb","alle von den Druckern verwendeten Farben. Neben der Druckerschwärze ist die rote Druckerfarbe die beliebteste. Sie besteht aus Tepentin, Nuss- oder Leinöl und Zinnober.","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Druckerfarbe</a>&quot;.<br />"
3091,"Grieß, Mehl","mehl und griß, mell und gris",,
3092,Margarantenstauden,margoranten stauden,,
3093,Haargarn,"haar gahrn, ord. haar gahrn","Wahrscheinlich ""Harrasgarn"".","<p><a href=""http://books.google.at/books?id=C5rmAAAAMAAJ&amp;q=haargarn&amp;dq=haargarn&amp;hl=de&amp;sa=X&amp;ei=GLnpU_fcLcW9PdDKgPgF&amp;ved=0CDsQ6AEwBQ"">http://books.google.at/books?id=C5rmAAAAMAAJ&amp;q=haargarn&amp;dq=haargarn&amp;hl=de&amp;sa=X&amp;ei=GLnpU_fcLcW9PdDKgPgF&amp;ved=0CDsQ6AEwBQ</a></p><p>&nbsp;</p>"
3094,"Haar, Hirschgeweih",haar: und hierschgweich,,
3096,"Holzrahmen, Malereien",mallereyen und hilzene rammen,,
3097,Lohe,loo,"Abgeschälte und zu Pulver gestampfte Rinde der Eichen, Erlen, Birken und Fichten, die von den Gerbern benötigt wird.","Krünitz, ""Lohe""."
3098,Schneiderscheren,schneider schärn,,"Deutsches W&ouml;rterbuch von Jacob und Wilhelm Grimm, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Schneiderschere</a>&quot;."
3099,"Orlean, Tee, Zimt","zimet, thee und orleon",,
3100,Elfenbein (geraspelt),geraspelts helffenpain,"siehe ""Elfenbein (gebrannt)"".",
3101,Baye (rot),rothes boy,,
3102,Hängeleuchter,"hengleichter, hang leichter",,
3103,"Kleider, Zeug",klaider und zeug,,
3104,Rockknöpfe (messingen),mössingene rockh knöpff,,
3105,Uhr (eisern),eißene uhr,,
3106,Federmesser,"feder messer, mässer fiederl","ein kleines, scharfes Messer zum Schneiden und Anspitzen von Federn.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Federmesser</a>&quot;."
3107,"Nierschl, Schäffel",nierschl und schäffl,,
3108,Betengrallen (gläsern),"glösserne betten grallen, glos better grollen, glaß petter gralln",,
3109,Silberzeug,"silber zeug, silber vermengte zeug",Silbergeschirr.,"Deutsches W&ouml;rterbuch von Jacob und Wilhelm Grimm, &quot;<a href=""http://woerterbuchnetz.de/cgi-bin/WBNetz/wbgui_py?sigle=DWB&amp;mode=Vernetzung&amp;hitlist=&amp;patternlist=&amp;lemid=GS29126#XGS29126"">Silberzeug</a>&quot;. "
3110,"Konfekt, Wein",wein und confect,,
3111,Agro di Cedro,"agro di cedro, agrodi cetri","Ital. Zitronensaft.
Evtl. identisch mit ""Aqua di Cedro"".",
3112,Espagnolettes,"espagnioleti, spagnolet","Textil: Wollene Droguets ähnlich Moltonstoffen
","Heiden, Handwörterbuch, 179,"
3113,"Hafer, Taubenfutter",habern und dauben:fueder,,
3114,Bildhauermodel,bildhauer:model,,
3115,Bildhauerwerkzeug,bildhauer werkhzeug,"z. B. Hammer, Schlägel, Messer und Meisel.","Kr&uuml;nitz, Enzyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Bildhauer</a>&quot;."
3116,Bleikugeln,bleyer kugln,,
3117,Aquavit,"aquavita, aqua di vita","Eine mit Blumen, Gewürzen und Kräutern angereicherte Spirituose aus Kornbranntwein, die den Magen und die Glieder stärken sollte und ursprünglich aus Skandinavien stammte.",
3118,Trinkgläser (klein),klaine trinckgläser,,
3119,Petschaft,pettschafter,Kleines Siegel,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Petschaft</a>&quot;."
3120,Mobilien (alt),alten mobilien,,
3121,"Farbe (rot), Feuerspritzen, Steinwaren","stain:waar, feursprizen und rothe farb",,
3122,"Erde (rot), Schwämme, Steinware","stain wahr, schammen und rothe erden",,
3123,Drapetti,"trapetti, trapetn","evtl. eine Form von Drappi? Siehe ""Tapeten"" identisch oder Verwechslung?",
3124,"Ingwer, Pfeffer",pfeffer et imber,,
8584,"Galanterie, Tapisserie",gallanderien undt tapecereyen,,
3126,Buchbinderdeckel,buech binder deckhl,,
3127,Schusser (steinern),stainer schusser,"Kleine Kugeln aus Ton, Alabaster und Kiesel, mit denen Kinder und Erwachsene spielen.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Schusser</a>&quot;. "
3128,Seife (schwarz),schwarze saiffen,"Siehe ""Schmierseife"".","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Seife (schwarz)</a>&quot;."
3129,"Messing, Messingware",mössing mössing wahr,,
3130,"Teppich, Ziechen, Zwillich","zwilch, ziechen und tebich",,
3131,"Feigen, Mandeln",feigen und mandl,,
3132,Salsen,"salßen, solßen",Sauce,"<p>Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Salse</a>&quot;.</p>"
3133,"Kaffee, Zucker",caffee und zuckher,,
3134,Bücher (hebräisch),hebreeisch buech,,
3877,Fenstersteine (roh),rauche fensterstain,,
3136,Kästel (eisern),eiserne kästl,"Evtl. Verschreibung für ""eiserne Kessel"".",
3137,Halstuchcrepon,halß diecher crespon,,
3138,Leder (schlecht),schlechts leeder,,
8583,"Essig, Wein",wein et eßig,,
3140,Papier (gedruckt),gedrukhts pappier,,
3141,"Goldfadenknöpfe, Silberfadenknöpfe",gold et silber faden knöpff,,
3142,Zimmerholz (ausgehackt),ausgehackhtes zimerholz,,
3143,Mondiole,mondiole,Italienische Wurst,
6739,"Goldborten, Silberborten",gold et silber porthen,,
3145,Taxisbäume,taxis peumb,"Eibenart (""Taxus"").",
3146,Karren,karn,,
3147,Wetzsteine (schlecht),schechte wezstain,,
3149,Silber (gearbeitet),gearb: silber,,
3150,Uhr (Messing),mössingene uhr,,
3151,"Kleider, Seide",klaider und seiden,,
3152,Buchdruckerware,buechtruckher waar,,
3153,Zuckerwerk,zuckher werch,,
3155,"Fahrnis, Hausmobilien",hausmobilien und fahrnuß,,
3156,Gartengeschirr (groß),grosse garten gschirr,,
3157,Spargelröhren,spärgl rehren,,
3158,Elfenbein (gebrannt),gebrents helfenpain,"1. weiß gebranntes Elfenbein, ist ein gemahlenes und mit einer Calcination verändertes Elfenbein und wird wie das geraspelte oder geschabte Elfenbein als Arzneimittel verwendet.
2. schwarz gebranntes Elfenbein, wird aus geraspeltem Elfenbein durch die Zugabe von Öl und einen Brennvorgang hergestellt und dient als Malerfarbe.","<p>Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Elfenbein</a>&quot;.</p><p>&nbsp;http://books.google.at/books?id=l3xAAAAAcAAJ&amp;pg=RA1-PT166&amp;lpg=RA1-PT166&amp;dq=gebranntes+elfenbein&amp;source=bl&amp;ots=6HC89bHXDH&amp;sig=oENiMQWPlhcUlknDtQJAGYznc44&amp;hl=de&amp;sa=X&amp;ei=q4HPU6XZOci_ygOAi4KoCw&amp;ved=0CEIQ6AEwCA#v=onepage&amp;q=gebranntes%20elfenbein&amp;f=false</p><p>&nbsp;</p><p>&nbsp;</p>"
3160,Gleger,gleger,Bodensatz in Fässern mit alkoholischen Getränken.,"""Gleger"", in: Fr. S. Hügel, Der Wiener Dialekt. Lexikon der Wiener Volkssprache (Wien/Pest/Leipzig 1873) 67."
8508,Leinwand (halbrupfene),halbrupfene leinwath,,
8509,"Betenware, Holzware","petten und holz waar, holz: und pettenwaar",,
8510,"Eisenware, Handwerksware, Messingware","eisen: mässing, und handwerkhswahrn",,
3161,Kleiderkasten (neu),neuer klaider:kasten,,
3162,Wein (Erlauer),erlauer wein,,
3164,Weineinschlag,wein einschlag,,
3165,Strümpfe (roh),rohe strimpff,,
3166,"Musikalien, Musikinstrumente",musicalische instrumente und musicalien ,,
3167,Kirchenornat (ganz),ganzer kürchenornat mit aller zuegehör,,
3168,Kreuzpartikel,creuz particul,Teile des Hl. Kreuzes Christi.,
3169,Buchstaben (gegossen),gegossene buechstaben,,
3170,"Wolle (farbig, gesponnen)",gesponene allerhand ferbige wohl,,
3171,Filigranware,velegranwahr,"dazu zählen u. a. Brochen, Colliers, Etuis und Armreifen.",http://books.google.at/books?id=1f0_AAAAcAAJ&amp;pg=PA26&amp;dq=filigranware&amp;hl=de&amp;sa=X&amp;ei=1sXYU_3eF-b9ygOu_IKIAw&amp;ved=0CCYQ6AEwAQ#v=onepage&amp;q=filigranware&amp;f=false
3172,Seidenware (gefärbt),gefärbte seiden wahr,,
3173,"Anis, Bleiweiß, Gallus, Gummi, Mennige","anneis, gallus, gumy, menig und bley weiss",,
3174,"Krämerei (Nürnberger, ganz schlecht)",ganz schechte niernberger crammery,,
7867,Socken (schlecht),schlechte socken,,
3177,Garn (an Docken),gahrn an dokhen,Gebündeltes Garn.,"Johann Heinrich Campe, W&ouml;rterbuch der Deutschen Sprache, Teil 1:A-E (Braunschweig 1807) 509 (&quot;Docke&quot;).<br />"
3178,Schaffelle (grün),griene schaffehl,,
3179,Kochet,"kochet, koch",Wahrscheinlich eine Art Mehl.,"Grimm, Wörterbuch, ""Kochet""."
3180,Reifel (klein),"klaine raiffl, raiffl, kleine raifl, klaine raiffen",,
7819,Flintenrohre (bloß),blose flinten rohr,,
7820,Distelknöpfe,diestl knöpf,,
7822,Rektrutenmontur (ksl.),kay. recrouten montur,,
3182,"Bücher (alt, gebunden)",alt gebundene büecher,,
3183,Winden,"winden, widen",,
3184,Wolle (schlecht),schlechte wohl,,
3185,Kutschengeschirr,"gutscher gschier, gutschen gschirr",ist das Geschirr womit die Zugpferde einer Kutsche bekleidet werden.,"Kr&uuml;nitz, Encyklop&auml;die, &quot;Pferdegeschirr&quot;."
3186,Rosshaar (gearbeitet),"gearbeiths rosshaar, ausgearbeiths ross haar",,
3188,Filz,filz,"verschlungenes und verworrenes Gewebe aus Wolle und anderen, weichen Haaren.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Filz</a>&quot;.<br />"
3189,Pomeranzen,bämeränzen,"Bitterorangen, Zitruspflanzen, die vor allem zu Marmelade, Ölen und Parfums weiterverarbeitet werden.","Krünitz, ""Pomeranze""; http://de.wikipedia.org/wiki/Bitterorange."
8379,Pferdezaum,pferdt zaumb,,
8381,"Käse, Leiblachen",kääß und laiblacher,,
8382,Farbware (blau),blaue farb waar,,
8383,"Geschmeide, Holzware",gschmeid und holz waar,,
3191,Reifenband,raiff band,,
3192,"Früchte, Käse",fricht und kääß,,
3193,Feilen (eisern),feillen von eisen,,
3194,Deckhäute (roh),rauche tach heuth,,
3196,Gämse (jung),junge gambsen,,
3197,Schaffelle (ordinari),ord: schaffehl,,
3198,Krämerei (kurz),kurze cramerei,,
3199,Laken,"lockhen, lokhen, lacken, lackhen, lakhen, loackhen","Tuch, sowohl aus Wolle als auch aus Leinen.","Kr&uuml;nitz, Encyklop&auml;die, &quot;Laken&quot;."
9267,Kugelringe,kugl ring,,
3200,Salpeterholz,salliter holz,,"<p><a href=""http://books.google.at/books?id=bJjuAgAAQBAJ&amp;pg=PA226&amp;dq=salpeterholz&amp;hl=de&amp;sa=X&amp;ei=8QAwVN-NHML-ygPkiYGABg&amp;ved=0CDAQ6AEwAw#v=onepage&amp;q=salpeterholz&amp;f=false"">http://books.google.at/books?id=bJjuAgAAQBAJ&amp;pg=PA226&amp;dq=salpeterholz&amp;hl=de&amp;sa=X&amp;ei=8QAwVN-NHML-ygPkiYGABg&amp;ved=0CDAQ6AEwAw#v=onepage&amp;q=salpeterholz&amp;f=false</a></p><p>226&nbsp;</p>"
3201,"Kirchenware, Krämereiware",kürchen und crammerei waar,,
3202,"Wasser, Würste, Zitronensaft","würst, citroni safft, und wasser",,
3203,Diversi,diversi,,
3204,Buchdruckerbuchstaben (alt),"alte buechdruckher buechstaben, alte buechbinder buechstaben",,
3205,Pflastersteine (herrschaftlich),herrschl: pflasterstain,,
3206,Brunnenrohre (herrschaftlich),herrschäftl: prun rehrnen,,
8377,Ziegel (schwarz),schwarze ziegln,,
3207,Büchsen (unausgemacht),unausgemahte pixen,,
3878,"Blumenwerk, Kräuter","kreuter, und blumen werch",,
3210,Pastoral,pastoral,Pfarrsachen,"Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Pastoralien</a>&quot;."
3211,Zwirnspitze,zwiernb spüz,,
3212,Brokatmuster,brocat muster,,
3214,Borten (Manser),"mansser porthen, mänser [maüser (?)] porthen",,
3215,Sachen (geselcht),geselchten sachen,,
3216,Bücher (klein),klaine büecher,,
3217,Goldschlägerarbeit,goldschlager arbeith,,
3218,Schachteln,schachtl,"Behälter.
","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Schachtel</a>&quot;."
3220,Garn (fein),feines gahrn,,
3221,"Bodenladen, Pfostenladen",poden und pfosten laden,Pfosten: Stütze oder ein Pfahl der für den Bau von Gebäuden oder Brücken eingesetzt wird.,<p>http://books.google.at/books?id=-dtIAAAAcAAJ&amp;pg=PA189&amp;dq=pfostenladen&amp;hl=de&amp;sa=X&amp;ei=UjTGU8e1MMXTygOInYDgBQ&amp;ved=0CEEQ6AEwBg#v=onepage&amp;q=pfostenladen&amp;f=false</p><p>S 329. </p>
3222,Kirchenlampe (Kupfer),kupferne kürchen lampen,,
3223,Tabakpfeifen (schlecht),schlechte towackhpfeiffen,,
3224,"Carobe, Feigen, Gewandbesen, Haselnüsse","carobe, feigen, haßlnuß und gwand peßen",,
3225,"Knöpfe (mit Goldfaden, mit Silberfaden)","gold et silberne faden knöpf, gold und silber faden knöpff",,
3226,Büchel (halbbogen),halbpogen büechl,,
3227,Basttaffet (Ostendisch),ostendische post daffet,"Halbseidener Taffet aus Seide und Wolle, Baumwolle oder Leinen.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Taffet (Bast-)</a>&quot;."
3228,Marmorsteine (unterschiedlich),underschiedliche märmorstain,,
3229,Kaffeeschalen,cafee schallen,,
3230,Kupfergeschirr (alt),altes kupfer gschirr,,
3232,Brunnenrohrholz,prun rehrn holz,,
3879,Bücher (ungebunden),ungebundne büecher,,
3234,Sporen,sporn,,
3235,Leinwand (Ulmer),ulmer leinwath,,
3238,Kanarienzucker,canary zuckher,Feiner Zucker von den Kanarischen Inseln,"Schedel, 1814, S. 204, &quot;Canarienzucker&quot;.<br />"
5486,"Bein (geschabt), Materialware",gschabts pain und material waar,,
3240,"Farbware, Spezereiware",farb und specerei waar,,
3241,Jägerbuch,jäger buech,,
3242,Camelot (halbseiden),halbseiden cameloth,,
3243,Sachen (bleiern),bleyene sachen,,
3244,Eicheln,"aichln, aichen","Früchte des Eichenbaumes, die als Tierfutter, aber auch als Kaffee- und Mehlersatz sowie als Heilmittel eingesetzt wurden.","<p>http://books.google.at/books?id=QHhAAAAAcAAJ&amp;pg=PA398&amp;dq=eicheln&amp;hl=de&amp;sa=X&amp;ei=_GTPU_u1OYvoywOmjoGgCw&amp;ved=0CC8Q6AEwAw#v=onepage&amp;q=eicheln&amp;f=false</p><p>&nbsp;wikipedia, &quot;<a href=""http://de.wikipedia.org/wiki/Eichen#Eicheln"">Eichen</a>&quot;.<br /></p>"
3245,Hafermehl,,,
3246,Bockhäute (gelb),glebe pockhheit,,
3247,"Gut (beschlagen), Seide",beschl. guett und seiden,,
9103,Schiffswinden,schiffwiden,,
3249,"Kalbfelle (gearbeitet), Schaffelle (gearbeitet)",gearb: kalb: und schaffehl,,
3250,Waldhorn,waldhorn,,
3251,Kleid (alt),alten klaid,,
3252,Fischel (klein),klaine fischl,,
3255,Holzstängel,holzstängl,,
3256,Salpetersalz,salliter salz,"Mit der Salpetersäure verbundenen Alkalien, Erden und Metalle.","Kr&uuml;nitz, Encyklop&auml;die, &quot;<a href=""http://www.kruenitz1.uni-trier.de/"">Salpetersalz</a>&quot;."
3257,"Bücher, Käse, Malereien","mallerey, büecher und kääs",,
3258,"Krämereiware, Ölware",cammerei und öhl wahr,,
3259,"Kreide, Mennige",menig et kreude,,
3260,Laken (schwarz),schwarze locken,,
3261,Rohrföhren,rehrn:fehrn,Spezielle Föhren für Wasserleitungen,"Grüll, Robot in Oberösterreich, 93."
3262,Zeug (mit Gold),zeug mit golder eintragen,,
3263,Goldnägerl,gold nägerl,,
3264,Gewichte,gwichter,,
3266,Weichseln,weixl,Sauerkirschen,"Kr&uuml;nitz, &quot;Weichseln&quot;.<br />"
3268,"Krautsamen, Rettichsamen, Zwiebelsamen","röttich, krautt und zwiffl sammen",,
